ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL,,,,,,,,,,,,,,,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,De Bakker T.,55,99,835,556,6,4,6,4,6,4,,,,,3,0,Completed,2,5,1,5,2,25,1,58,2,25,1,57,2,66,1,54,2,25,1,62,2,66,1,7,2,36,1,57
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Fabbiano T.,11,176,2555,273,6,3,7,6,6,3,,,,,3,0,Completed,1,4,13,1,3,9,1,4,11,1,6,12,25,1,3,12,1,6,16,1,4,11,2,,,,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Przysiezny M.,35,108,1185,508,6,4,5,7,6,4,6,4,,,3,1,Completed,1,11,6,5,1,1,6,1,11,6,1,13,7,7,1,1,6,5,1,16,7,7,1,11,6,29,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Dimitrov G.,95,29,583,1375,3,6,6,3,6,4,5,7,6,2,3,2,Completed,13,1,4,8,1,5,8,5,1,5,11,25,1,7,10,1,5,13,1,8,9,55,1,5,,,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Stakhovsky S.,36,94,1130,585,6,4,4,6,6,2,4,6,6,4,3,2,Completed,1,66,2,1,1,72,2,1,67,2,1,1,77,2,18,1,62,2,25,1,77,2,25,1,7,2,12,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Kubot L.,41,71,1050,701,7,5,7,5,6,2,,,,,3,0,Completed,1,2,4,33,1,22,3,8,1,29,3,5,1,28,4,16,1,25,3,75,1,33,4,6,1,24,3,98
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Zeballos H.,63,50,756,874,4,6,6,4,6,2,6,1,,,3,1,Completed,1,25,3,75,1,25,3,5,1,3,3,4,1,29,4,5,1,33,3,25,1,38,4,5,1,28,3,6
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Roger-Vasselin E.,Montanes A.,67,44,726,950,6,3,6,2,6,4,,,,,3,0,Completed,1,4,2,75,1,4,2,75,1,44,2,62,1,42,3,14,1,4,2,88,1,5,3,14,1,42,2,8
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez M.,Janowicz J.,247,14,187,2110,6,4,6,4,6,2,,,,,3,0,Completed,11,1,5,8,5,1,4,8,1,6,9,85,1,8,11,1,4,13,1,8,9,77,1,5,,,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Pella G.,31,90,1310,589,7,6,4,6,6,1,6,2,,,3,1,Completed,1,1,7,1,1,6,1,11,6,5,1,12,7,38,1,1,7,1,16,7,9,1,11,6,44,,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Volandri F.,17,101,2025,539,6,0,6,2,6,3,,,,,3,0,Completed,1,1,21,1,2,10,1,2,17,1,2,19,1,2,13,1,3,26,1,2,15,36,,,,,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Ungur A.,39,105,1080,520,6,1,6,2,6,0,,,,,3,0,Completed,1,1,7,1,8,6,5,1,8,7,1,17,5,98,1,8,7,1,17,7,1,12,6,18,,,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Berlocq C.,Giraldo S.,48,85,905,611,6,3,3,6,6,7,6,4,6,2,3,2,Completed,2,1,72,2,1,72,1,91,1,8,1,96,1,94,2,1,8,2,9,1,94,1,98,1,8,,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Lu Y.H.,Gimeno-Traver D.,60,61,790,775,6,4,7,6,6,3,,,,,3,0,Completed,1,36,3,1,4,2,75,1,44,2,62,1,37,3,39,1,4,2,88,1,45,3,39,1,39,2,94,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Dutra Silva R.,Pospisil V.,134,40,422,1051,4,6,3,6,7,6,6,2,7,6,3,2,Completed,6,5,1,11,5,25,1,12,6,1,11,5,98,1,17,2,75,1,4,2,8,1,61,2,62,1,46,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Almagro N.,65,15,750,2110,6,3,6,1,4,6,6,3,,,3,1,Completed,2,75,1,4,2,55,1,45,2,75,1,4,2,69,1,53,2,88,1,4,2,88,1,57,2,68,1,46
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Zemlja G.,7,62,4695,771,6,3,6,2,7,5,,,,,3,0,Completed,1,2,19,1,2,10,1,2,17,1,2,21,5,1,2,13,1,4,22,1,2,15,18,,,,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,Petzschner P.,86,163,608,318,7,6,3,6,5,2,,,,,1,1,Retired,1,4,2,75,1,42,2,65,1,4,2,75,1,36,3,44,1,44,2,75,1,5,3,44,1,41,2,87
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Lorenzi P.,5,80,5075,633,6,1,6,4,6,1,,,,,3,0,Completed,1,1,21,1,2,10,1,2,15,1,2,22,73,1,2,13,1,5,23,5,1,2,15,46,,,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Mathieu P.H.,13,107,2185,510,6,4,6,4,6,1,,,,,3,0,Completed,1,6,10,1,7,7,1,7,7,5,1,7,10,52,1,7,8,1,11,11,1,7,8,27,,,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Kudla D.,Vesely J.,104,82,523,619,6,2,6,2,6,7,7,5,,,3,1,Completed,2,1,72,1,95,1,75,2,1,73,1,93,1,97,2,1,1,73,2,11,2,5,1,98,1,79,,
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Klizan M.,157,46,337,935,6,1,6,0,6,1,,,,,3,0,Completed,1,8,1,9,1,8,1,9,1,83,1,83,1,88,2,2,1,9,1,83,1,92,2,4,1,85,1,9
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Mayer F.,Monaco J.,47,32,905,1275,6,4,6,2,3,0,,,,,2,0,Retired,2,1,1,66,2,1,1,65,2,1,1,67,2,3,1,69,2,2,1,67,2,35,1,83,2,15,1,68
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Kamke T.,Johnson S.,89,116,592,486,6,7,6,4,7,6,6,2,,,3,1,Completed,2,37,1,53,2,3,1,55,2,2,1,62,2,37,1,66,2,38,1,57,2,42,1,7,2,28,1,61
51,New York,US Open,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Becker B.,Rosol L.,87,45,603,941,6,3,3,6,6,3,6,4,,,3,1,Completed,1,5,2,5,1,55,2,3,1,5,2,5,1,67,2,35,1,53,2,5,1,67,2,59,1,56,2,39
51,New York,US Open,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Berankis R.,1,112,10980,499,6,1,6,2,6,2,,,,,3,0,Completed,1,2,34,1,1,11,1,1,26,1,1,61,1,1,19,1,2,61,5,1,1,24,51,,,,,
51,New York,US Open,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Soeda G.,53,131,865,433,6,4,6,3,6,1,,,,,3,0,Completed,1,36,3,1,38,2,8,1,36,3,1,47,2,93,1,36,3,1,48,3,1,1,4,2,9,,,
51,New York,US Open,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Brands D.,20,51,1740,873,7,5,4,6,6,2,6,3,,,3,1,Completed,1,22,4,1,25,3,5,1,25,4,1,26,4,38,1,22,4,1,32,4,65,1,24,3,98,,,
51,New York,US Open,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Dolgopolov O.,Goffin D.,37,72,1125,700,6,2,6,4,6,4,,,,,3,0,Completed,1,53,2,37,1,52,2,35,1,5,2,5,1,56,2,6,1,57,2,38,1,6,2,7,1,54,2,44
51,New York,US Open,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Mahut N.,24,78,1475,643,6,4,6,4,7,6,,,,,3,0,Completed,1,14,5,5,1,15,4,75,1,17,4,5,1,21,5,8,1,14,5,5,1,21,5,9,1,16,5,9
51,New York,US Open,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Devvarman S.,Lacko L.,114,84,491,615,4,6,6,1,6,2,4,6,6,4,3,2,Completed,1,44,2,62,1,4,2,75,1,44,2,62,1,43,3,5,1,5,2,63,1,53,3,15,1,44,2,74
51,New York,US Open,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Malisse X.,23,113,1550,495,6,3,3,6,7,5,7,5,,,3,1,Completed,1,36,3,1,4,2,75,1,44,2,62,1,46,2,94,1,4,2,88,1,5,3,15,1,41,2,85,
51,New York,US Open,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Smyczek T.,Duckworth J.,109,149,507,366,3,6,6,2,6,4,6,1,,,3,1,Completed,1,38,2,87,1,4,2,75,1,44,2,62,1,43,3,5,1,44,2,75,1,57,3,1,1,42,2,77
51,New York,US Open,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Garcia-Lopez G.,6,74,4740,696,6,3,6,7,6,4,7,6,,,3,1,Completed,1,4,13,1,5,8,1,5,10,,,1,5,10,1,7,17,5,1,4,10,96,,,,,,
51,New York,US Open,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Mayer L.,Hanescu V.,81,54,625,861,7,6,6,4,3,6,7,6,,,3,1,Completed,1,53,2,25,1,65,2,1,1,67,2,1,1,65,2,38,1,73,2,1,1,74,2,48,1,64,2,22
51,New York,US Open,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Baker B.,66,185,730,263,6,3,4,6,6,3,6,4,,,3,1,Completed,1,33,3,25,1,35,2,9,1,36,3,25,1,36,3,44,1,36,3,1,4,3,5,1,35,3,12,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Gojowczyk P.,Sijsling I.,146,68,371,723,7,6,2,6,6,4,6,1,,,3,1,Completed,2,37,1,53,2,35,1,52,2,38,1,53,2,53,1,59,2,5,1,53,2,64,1,65,2,41,1,55
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Zopp J.,43,256,975,178,6,1,3,6,1,6,6,3,6,4,3,2,Completed,1,12,6,1,1,6,1,12,5,5,1,15,6,52,1,13,6,1,18,6,7,1,13,5,86,,,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Donskoy E.,Melzer J.,102,27,532,1425,7,5,6,3,7,6,,,,,3,0,Completed,3,4,1,3,3,2,1,3,3,4,1,3,3,21,1,4,3,25,1,33,3,75,1,43,3,23,1,34
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Bogomolov A.,Paire B.,73,28,696,1415,7,5,2,6,6,4,5,7,7,6,3,2,Completed,2,62,1,4,2,55,1,45,2,62,1,44,2,73,1,52,2,63,1,5,2,8,1,6,2,6,1,48
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Stepanek R.,10,58,2610,810,7,6,6,3,6,2,,,,,3,0,Completed,1,44,2,75,1,48,2,45,1,44,2,75,1,49,2,83,1,44,2,75,1,53,3,5,1,46,2,68
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Ram R.,Fognini F.,128,18,439,2025,6,1,6,2,6,2,,,,,3,0,Completed,5,5,1,14,4,75,1,15,5,1,14,5,97,1,17,5,1,17,5,97,1,22,5,5,1,17,,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Blake J.,79,100,637,553,6,7,3,6,6,4,7,6,7,6,3,2,Completed,2,2,1,61,2,5,1,7,2,1,1,73,2,3,1,69,2,1,1,73,2,3,1,77,2,14,1,69
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Llodra M.,3,49,8700,889,6,2,6,4,6,3,,,,,3,0,Completed,1,1,23,1,2,10,1,2,15,1,2,22,73,1,1,15,1,5,26,1,2,14,98,,,,,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Tipsarevic J.,Sela D.,21,77,1685,656,6,4,6,4,6,1,,,,,3,0,Completed,1,36,3,1,4,2,75,1,44,2,62,1,39,3,27,1,44,2,75,1,5,3,4,1,38,2,97,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Tursunov D.,Rufin G.,34,91,1190,589,7,6,1,1,,,,,,,1,0,Retired,1,28,3,5,1,3,3,2,1,29,3,5,1,36,3,48,1,29,3,5,1,37,4,4,1,3,3,46
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Robert S.,9,150,2625,366,6,3,7,5,7,5,,,,,3,0,Completed,1,4,13,1,4,8,5,1,4,11,1,5,13,1,5,10,1,8,14,1,5,10,38,,,,,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Bautista R.,4,64,7210,755,6,3,6,7,6,1,6,2,,,3,1,Completed,1,14,5,5,1,12,5,25,1,14,5,5,1,17,5,83,1,13,6,1,2,6,3,1,15,5,41,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Sock J.,Gonzalez M.,86,247,608,187,7,6,1,6,7,5,6,2,,,3,1,Completed,1,33,3,25,1,33,3,1,29,3,5,1,31,3,81,1,29,3,5,1,37,3,81,1,31,3,38,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Kukushkin M.,Haider-Maurer A.,172,88,279,600,6,4,6,4,7,5,,,,,3,0,Completed,1,36,3,1,38,2,8,1,44,2,62,1,4,3,23,1,44,2,75,1,52,3,23,1,4,2,9,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Evans D.,Tomic B.,179,52,269,870,1,6,6,3,7,6,6,3,,,3,1,Completed,3,25,1,33,2,9,1,35,3,1,36,3,48,1,36,3,1,36,3,48,1,44,3,8,1,36,,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Berlocq C.,7,48,4695,905,6,3,6,2,6,1,,,,,3,0,Completed,1,2,19,1,2,10,1,2,15,1,3,20,1,2,13,1,4,23,5,1,2,14,66,,,,,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Mannarino A.,Querrey S.,63,31,756,1310,7,6,7,6,6,7,6,4,,,3,1,Completed,4,33,1,2,3,5,1,25,4,1,25,4,46,1,25,4,1,22,5,1,1,27,3,99,1,24,,
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Dodig I.,Davydenko N.,38,42,1125,1030,6,1,6,4,6,4,,,,,3,0,Completed,1,5,2,5,1,55,2,3,1,62,2,2,1,65,2,39,1,62,2,25,1,65,2,62,1,59,2,33
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,Roger-Vasselin E.,25,67,1445,726,6,3,6,2,5,7,6,2,,,3,1,Completed,1,3,3,4,1,28,3,3,1,29,3,5,1,31,3,81,1,29,3,5,1,35,4,5,1,3,3,45
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Dancevic F.,22,152,1620,354,6,4,6,4,6,1,,,,,3,0,Completed,1,25,3,75,1,3,3,2,1,3,3,4,1,3,3,88,1,29,3,5,1,35,4,4,1,29,3,53
51,New York,US Open,29/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Klahn B.,26,124,1435,460,6,4,7,6,4,6,7,5,,,3,1,Completed,1,25,3,75,1,28,3,3,1,33,3,25,1,31,3,87,1,29,3,5,1,35,4,2,1,29,3,52
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Andujar P.,11,55,2555,835,6,1,6,2,6,4,,,,,3,0,Completed,1,7,9,1,7,7,1,7,8,5,1,7,10,25,1,7,8,1,1,10,5,1,7,8,31,,,
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Dutra Silva R.,2,134,8860,422,6,2,6,1,6,0,,,,,3,0,Completed,1,41,1,1,11,1,1,26,1,1,51,1,1,21,1,2,51,1,1,24,9,,,,,,,
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Monfils G.,17,39,2025,1080,7,5,6,2,4,6,7,6,,,3,1,Completed,1,36,3,1,38,2,8,1,4,3,1,42,3,14,1,36,3,1,44,3,15,1,4,2,9,,,
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Youzhny M.,Dolgopolov O.,24,37,1475,1125,7,5,6,1,6,3,,,,,3,0,Completed,1,53,2,37,1,5,2,4,1,62,2,2,1,64,2,42,1,57,2,38,1,65,2,62,1,57,2,35
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Lu Y.H.,13,60,2185,790,6,3,6,4,7,6,,,,,3,0,Completed,1,11,6,5,1,12,5,25,1,14,5,5,1,14,6,87,1,13,6,1,17,7,1,12,5,92,,
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Granollers M.,Ram R.,43,128,975,439,3,6,4,6,6,2,6,3,7,5,3,2,Completed,1,28,3,5,1,3,3,2,1,36,3,1,28,4,9,1,36,3,1,42,4,1,1,3,3,46,,
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Benneteau J.,Chardy J.,35,36,1185,1130,6,4,6,3,6,4,,,,,3,0,Completed,1,5,2,5,1,5,2,4,1,53,2,38,1,55,2,64,1,57,2,38,1,61,2,75,1,53,2,46
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Smyczek T.,Bogomolov A.,109,73,507,696,3,6,7,6,2,6,6,4,6,4,3,2,Completed,2,1,1,66,2,1,1,65,2,1,1,67,2,13,1,8,2,2,1,67,2,25,1,8,2,13,1,69
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Becker B.,1,87,10980,603,7,6,6,2,6,2,,,,,3,0,Completed,1,2,34,1,1,11,1,1,26,1,1,51,1,1,17,1,2,71,1,1,23,12,,,,,,
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Kudla D.,5,104,5075,523,7,6,7,6,6,3,,,,,3,0,Completed,1,2,17,1,2,10,1,2,15,1,3,20,1,2,13,1,6,23,5,1,3,13,64,,,,,
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Sousa J.,Nieminen J.,95,41,583,1050,1,6,6,3,3,6,6,3,6,4,3,2,Completed,3,5,1,28,3,5,1,25,3,5,1,29,3,69,1,33,3,5,1,29,3,95,1,35,3,53,1,29
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Istomin D.,Kamke T.,65,89,750,592,6,4,6,2,6,2,,,,,3,0,Completed,1,33,3,25,1,38,2,8,1,36,3,1,4,3,22,1,36,3,1,42,3,35,1,37,3,2,,
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Devvarman S.,23,114,1550,491,7,6,6,4,7,5,,,,,3,0,Completed,1,44,2,62,1,45,2,55,1,44,2,62,1,52,2,73,1,5,2,63,1,57,2,88,1,49,2,57
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Mayer F.,Young D.,47,157,905,337,7,5,6,3,6,4,,,,,3,0,Completed,1,53,2,37,1,52,2,35,1,57,2,38,1,58,2,55,1,57,2,38,1,62,2,64,1,56,2,39
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Donskoy E.,Gojowczyk P.,102,146,532,371,6,3,6,4,3,6,4,6,6,3,3,2,Completed,1,57,2,25,1,6,2,2,1,57,2,25,1,61,2,49,1,62,2,25,1,67,2,49,1,61,2,28
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Mayer L.,3,81,8700,625,7,5,6,1,3,6,6,1,,,3,1,Completed,1,1,23,1,1,11,1,2,17,1,1,28,27,1,1,17,1,3,36,1,1,18,9,,,,,
51,New York,US Open,30/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Karlovic I.,10,79,2610,637,7,5,7,6,6,4,,,,,3,0,Completed,1,18,4,5,1,2,4,1,22,4,1,19,5,46,1,25,3,75,1,3,5,46,1,22,4,27,,
51,New York,US Open,31/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Baghdatis M.,Anderson K.,53,20,865,1740,6,2,6,2,6,2,,,,,3,0,Completed,3,25,1,33,3,1,33,2,75,1,4,3,24,1,4,3,1,36,3,35,1,42,3,6,1,36,,
51,New York,US Open,31/08/2013,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Del Potro J.M.,66,6,730,4740,6,4,5,7,3,6,7,6,6,1,3,2,Completed,7,1,1,5,25,1,12,6,5,1,11,8,4,1,11,7,1,1,8,4,1,17,6,4,1,11,,
51,New York,US Open,31/08/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Kukushkin M.,4,172,7210,279,6,4,6,3,4,6,6,4,,,3,1,Completed,1,7,9,1,7,7,1,8,8,1,9,9,95,1,6,8,5,1,1,11,1,7,8,24,,,,
51,New York,US Open,31/08/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Raonic M.,Lopez F.,11,26,2555,1435,6,7,6,4,6,3,6,4,,,3,1,Completed,1,36,3,1,4,2,75,1,4,3,1,43,3,1,1,36,3,1,43,3,5,1,38,2,98,,,
51,New York,US Open,31/08/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Dodig I.,2,38,8860,1125,6,4,6,3,6,3,,,,,3,0,Completed,1,2,19,1,2,10,1,3,12,1,3,19,1,2,13,1,5,20,68,1,3,14,11,,,,,
51,New York,US Open,31/08/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Tipsarevic J.,Sock J.,21,86,1685,608,3,6,7,6,6,1,6,2,,,3,1,Completed,1,36,3,1,4,2,75,1,4,3,1,42,3,19,1,4,2,88,1,48,3,2,1,4,2,89,,
51,New York,US Open,31/08/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Kohlschreiber P.,Isner J.,25,17,1445,2025,6,4,3,6,7,5,7,6,,,3,1,Completed,3,5,1,28,3,1,33,3,4,1,33,3,54,1,36,3,25,1,33,4,2,1,38,3,27,1,33,
51,New York,US Open,31/08/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Gasquet R.,Tursunov D.,9,34,2625,1190,6,3,2,6,6,4,4,2,,,2,1,Retired,1,36,3,1,35,2,9,1,4,3,1,35,3,55,1,4,2,88,1,44,3,75,1,36,3,6,,
51,New York,US Open,31/08/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Evans D.,22,179,1620,269,7,6,6,1,4,6,7,5,,,3,1,Completed,1,25,3,75,1,3,3,2,1,25,4,1,28,4,23,1,29,3,5,1,35,4,23,1,29,3,57,
51,New York,US Open,01/09/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Mannarino A.,7,63,4695,756,6,3,6,0,6,2,,,,,3,0,Completed,1,2,19,1,2,10,1,3,12,1,2,25,5,1,2,13,1,4,25,5,1,2,14,12,,,,
51,New York,US Open,01/09/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Baghdatis M.,10,53,2610,865,6,3,6,2,6,7,7,6,,,3,1,Completed,1,33,3,25,1,33,3,1,36,3,25,1,4,3,25,1,33,3,25,1,4,3,4,1,35,3,17,
51,New York,US Open,01/09/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Benneteau J.,5,35,5075,1185,6,0,6,3,6,2,,,,,3,0,Completed,1,11,6,5,1,12,5,25,1,14,5,5,1,13,7,51,1,13,6,1,17,7,51,1,13,5,94,
51,New York,US Open,01/09/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Mayer F.,3,47,8700,905,7,6,6,2,6,2,,,,,3,0,Completed,1,2,19,1,2,10,1,2,15,1,3,19,1,2,13,1,5,20,5,1,3,13,72,,,,,
51,New York,US Open,01/09/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Istomin D.,Seppi A.,65,23,750,1550,6,3,6,4,2,6,3,6,6,1,3,2,Completed,1,57,2,25,1,65,2,1,1,67,2,2,1,6,2,55,1,67,2,2,1,77,2,55,1,65,2,2
51,New York,US Open,01/09/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Donskoy E.,66,102,730,532,6,3,7,6,3,6,6,1,,,3,1,Completed,1,25,3,75,1,25,3,5,1,3,3,5,1,3,3,96,1,25,3,75,1,35,4,2,1,28,3,65
51,New York,US Open,01/09/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Youzhny M.,Haas T.,24,13,1475,2185,6,3,6,2,2,6,6,3,,,3,1,Completed,2,62,1,44,2,45,1,48,2,62,1,5,2,75,1,52,2,75,1,44,2,88,1,55,2,64,1,47
51,New York,US Open,01/09/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Granollers M.,Smyczek T.,43,109,975,507,6,4,4,6,0,6,6,3,7,5,3,2,Completed,1,5,2,5,1,52,2,35,1,57,2,38,1,58,2,59,1,53,2,5,1,62,2,62,1,54,2,43
51,New York,US Open,02/09/2013,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Sousa J.,1,95,10980,583,6,0,6,2,6,2,,,,,3,0,Completed,1,51,1,1,11,1,1,26,1,1,51,1,1,26,1,2,63,5,1,1,25,99,,,,,,
51,New York,US Open,02/09/2013,Grand Slam,Outdoor,Hard,4th Round,5,Ferrer D.,Tipsarevic J.,4,21,7210,1685,7,6,3,6,7,5,7,6,,,3,1,Completed,1,25,4,1,25,3,5,1,25,4,1,29,4,14,1,25,3,75,1,29,4,8,1,25,3,91,,
51,New York,US Open,02/09/2013,Grand Slam,Outdoor,Hard,4th Round,5,Robredo T.,Federer R.,22,7,1620,4695,7,6,6,3,6,4,,,,,3,0,Completed,13,1,4,9,1,3,10,1,5,14,8,1,5,11,1,4,14,8,1,8,10,98,1,4,,,,
51,New York,US Open,02/09/2013,Grand Slam,Outdoor,Hard,4th Round,5,Gasquet R.,Raonic M.,9,11,2625,2555,6,7,7,6,2,6,7,6,7,5,3,2,Completed,2,2,1,66,2,1,1,65,2,25,1,62,2,15,1,8,2,2,1,67,2,42,1,8,2,17,1,67
