ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL,,,,,,,,,,,,,,,,
36,London,Wimbledon,04/07/2007,Grand Slam,Outdoor,Grass,3rd Round,3,Nadal R.,Soderling R.,2,28,5225,965,6,4,6,4,6,7,4,6,7,5,3,2,Completed,1,11,6,1,14,5,4,1,2,4,25,1,192,5,7,1,13,5,7,,,,,,,,,
36,London,Wimbledon,02/07/2007,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Haas T.,1,10,7290,1960,,,,,,,,,,,0,0,Walkover,1,1,15,1,2,14,1,2,19,1,29,26,1,2,18,,,,,,,,,,,,,
36,London,Wimbledon,03/07/2007,Grand Slam,Outdoor,Grass,4th Round,5,Ferrero J.C.,Tipsarevic J.,18,64,1330,566,7,5,6,3,7,6,,,,,3,0,Completed,1,61,2,25,1,67,2,15,1,7,2,1,1,73,2,27,1,7,2,1,,,,,,,,
36,London,Wimbledon,04/07/2007,Grand Slam,Outdoor,Grass,4th Round,5,Roddick A.,Mathieu P.H.,3,39,3055,825,6,2,7,5,7,6,,,,,3,0,Completed,1,16,5,1,18,4,65,1,24,3,81,1,222,5,1,1,2,4,3,,,,,,,,,
36,London,Wimbledon,04/07/2007,Grand Slam,Outdoor,Grass,4th Round,5,Gasquet R.,Tsonga J.W.,14,110,1775,373,6,4,6,3,6,4,,,,,3,0,Completed,1,36,3,2,1,37,3,1,42,2,75,1,398,3,31,1,35,3,15,,,,,,,,,
36,London,Wimbledon,05/07/2007,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Hewitt L.,5,19,3010,1330,7,6,7,6,4,6,7,6,,,3,1,Completed,2,1,1,72,2,1,1,7,2,5,1,75,2,12,1,82,2,6,1,74,,,,,,,,
36,London,Wimbledon,05/07/2007,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Youzhny M.,2,13,5225,1800,4,6,3,6,6,1,6,2,6,2,3,2,Completed,1,36,3,2,1,4,2,85,1,42,2,75,1,433,3,11,1,46,2,68,,,,,,,,
36,London,Wimbledon,05/07/2007,Grand Slam,Outdoor,Grass,4th Round,5,Baghdatis M.,Davydenko N.,16,4,1570,3040,7,6,7,6,6,3,,,,,3,0,Completed,1,44,2,75,1,48,2,6,1,5,2,45,1,493,2,83,1,48,2,6,,,,,,,,
36,London,Wimbledon,05/07/2007,Grand Slam,Outdoor,Grass,4th Round,5,Berdych T.,Bjorkman J.,11,35,1945,910,6,4,6,0,6,7,6,0,,,3,1,Completed,1,25,4,1,25,3,85,1,24,3,81,1,277,4,31,1,24,4,,,,,,,,,,
36,London,Wimbledon,06/07/2007,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Berdych T.,2,11,5225,1945,7,6,6,4,6,2,,,,,3,0,Completed,1,61,2,25,1,7,2,1,1,83,1,91,1,775,2,19,1,82,1,96,,,,,,,,
36,London,Wimbledon,06/07/2007,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Baghdatis M.,5,16,3010,1570,7,6,7,6,6,7,4,6,7,5,3,2,Completed,1,57,2,37,1,65,2,2,1,62,2,2,1,658,2,42,1,65,2,2,,,,,,,,
36,London,Wimbledon,06/07/2007,Grand Slam,Outdoor,Grass,Quarterfinals,5,Gasquet R.,Roddick A.,14,3,1775,3055,4,6,4,6,7,6,7,6,8,6,3,2,Completed,3,5,1,3,3,2,1,33,3,46,1,28,3,6,1,357,3,5,1,3,,,,,,,,
36,London,Wimbledon,06/07/2007,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Ferrero J.C.,1,18,7290,1330,7,6,3,6,6,1,6,3,,,3,1,Completed,1,1,17,1,2,14,1,2,25,1,25,28,5,1,2,18,,,,,,,,,,,,
36,London,Wimbledon,07/07/2007,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Gasquet R.,1,14,7290,1775,7,5,6,3,6,4,,,,,3,0,Completed,1,8,7,5,1,6,9,1,5,8,5,1,8,11,1,6,8,75,,,,,,,,,,
36,London,Wimbledon,07/07/2007,Grand Slam,Outdoor,Grass,Semifinals,5,Nadal R.,Djokovic N.,2,5,5225,3010,3,6,6,1,4,1,,,,,1,1,Retired,1,25,4,1,25,4,1,26,3,59,1,273,4,36,1,28,3,65,,,,,,,,,,
36,London,Wimbledon,08/07/2007,Grand Slam,Outdoor,Grass,The Final,5,Federer R.,Nadal R.,1,2,7290,5225,7,6,4,6,7,6,2,6,6,2,3,2,Completed,1,14,5,5,1,16,5,25,1,16,5,66,1,182,6,1,18,4,8,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Levine J.,4,485,3255,52,6,4,6,0,6,1,,,,,3,0,Completed,1,1,13,1,3,11,1,3,10,5,1,25,28,5,1,3,12,5,,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Ferrero J.C.,60,21,586,1220,6,3,6,4,6,4,,,,,3,0,Completed,3,1,36,2,85,1,4,2,85,1,4,3,37,1,389,2,85,1,4,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Kendrick R.,39,105,810,399,7,6,6,3,6,4,,,,,3,0,Completed,1,16,4,5,1,22,4,1,1,21,4,6,1,216,5,24,1,2,4,3,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Mirnyi M.,Baghdatis M.,106,18,398,1440,6,3,7,5,3,6,7,6,,,3,1,Completed,6,5,1,1,6,1,12,5,5,1,13,8,5,1,129,5,8,1,12,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Guccione C.,223,93,183,444,6,7,6,3,6,2,6,3,,,3,1,Completed,1,83,1,83,1,93,1,83,1,91,1,83,1,99,1,917,2,1,76,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,de Voest R.,Ascione T.,146,126,286,336,6,2,3,0,,,,,,,1,0,Retired,1,83,1,83,1,88,1,88,1,87,1,87,1,885,2,3,1,86,1,9,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Petzschner P.,Becker B.,290,50,126,668,2,6,3,6,6,4,6,4,6,1,3,2,Completed,2,5,1,5,2,55,1,5,2,35,1,55,2,52,1,617,2,26,1,61,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Gicquel M.,9,47,1925,700,6,3,7,6,6,2,,,,,3,0,Completed,1,11,6,1,14,5,4,1,13,5,5,1,137,7,6,1,15,5,15,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Bolelli S.,Benneteau J.,87,61,478,585,6,3,6,4,3,6,6,1,,,3,1,Completed,3,5,1,28,3,2,1,33,3,59,1,26,3,16,1,424,3,4,1,3,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Roitman S.,13,77,1740,517,7,5,6,1,6,2,,,,,3,0,Completed,1,3,11,1,5,9,1,4,9,25,1,5,16,1,4,11,,,,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Jenkins S.,1,319,7605,110,6,3,6,2,6,4,,,,,3,0,Completed,1,17,1,1,16,1,1,13,5,1,9,86,1,1,30,,,,,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Bjorkman J.,Guzman J.P.,55,132,615,321,6,3,7,6,6,2,,,,,3,0,Completed,1,2,4,33,1,18,4,65,1,2,4,25,1,181,6,1,1,17,4,8,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Cuevas P.,19,129,1420,330,6,2,6,3,6,0,,,,,3,0,Completed,1,12,5,5,1,12,6,1,17,4,67,1,152,7,1,17,4,8,,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Goldstein P.,78,97,516,424,6,1,4,1,,,,,,,1,0,Retired,1,36,3,1,45,2,65,1,3,3,34,1,386,3,39,1,33,3,3,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Darcis S.,10,137,1880,308,6,7,7,5,6,3,6,4,,,3,1,Completed,1,22,4,1,2,4,4,1,23,3,89,1,273,4,36,1,29,3,45,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Waske A.,41,139,790,303,6,4,6,1,,,,,,,2,0,Retired,1,3,3,4,1,3,3,4,1,26,3,59,1,299,4,4,1,31,3,35,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Lee H.T.,Hrbaty D.,43,36,726,845,6,7,6,4,7,5,6,7,6,4,3,2,Completed,1,61,2,2,1,6,2,3,1,63,2,2,1,585,2,61,1,63,2,22,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Nieminen J.,184,26,223,1070,6,7,7,6,7,6,6,4,,,3,1,Completed,2,5,1,5,2,55,1,5,2,45,1,5,2,81,1,51,2,5,1,5,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Almagro N.,Kuznetsov A.,28,186,980,221,6,4,6,0,7,6,,,,,3,0,Completed,1,16,4,5,1,22,4,1,1,18,4,45,1,234,4,87,1,23,4,,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Capdeville P.,Schuettler R.,120,145,359,288,5,7,6,3,6,7,6,4,6,3,3,2,Completed,1,57,2,25,1,62,2,25,1,63,2,2,1,61,2,54,1,61,2,26,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Kiefer N.,Spadea V.,187,62,220,585,6,2,7,6,6,3,,,,,3,0,Completed,1,38,2,87,1,35,3,1,1,28,3,46,1,357,3,6,1,33,3,2,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Mathieu P.H.,34,20,860,1265,3,6,1,6,6,4,6,3,6,3,3,2,Completed,2,25,1,57,2,4,1,55,2,53,1,48,2,68,1,562,2,5,1,5,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Horna L.,Luczak P.,85,90,486,454,7,6,6,3,7,6,,,,,3,0,Completed,1,38,2,87,1,45,2,7,1,5,2,45,1,51,2,81,1,43,2,74,,,,,,,,
51,New York,US Open,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Ramirez-Hidalgo R.,14,109,1648,394,6,3,4,6,7,5,6,3,,,3,1,Completed,1,5,9,1,8,7,25,1,7,7,19,1,8,11,1,8,7,4,,,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,McClune M.,22,614,1220,31,6,2,6,1,7,6,,,,,3,0,Completed,1,3,11,1,5,9,1,7,7,19,1,61,14,1,5,10,,,,,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Delic A.,16,71,1495,531,6,2,6,4,6,2,,,,,3,0,Completed,1,4,10,1,6,9,1,7,7,19,1,61,14,1,7,7,8,,,,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Clement A.,Karlovic I.,42,30,745,949,7,6,6,4,4,6,6,7,6,4,3,2,Completed,2,2,1,61,2,15,1,67,2,15,1,65,2,32,1,704,2,1,1,7,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Monaco J.,Roger-Vasselin E.,23,102,1175,416,6,2,3,6,6,1,7,5,,,3,1,Completed,1,16,4,5,1,2,4,4,1,17,4,67,1,198,5,56,1,2,4,3,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Lapentti N.,118,80,363,515,5,7,6,2,6,1,6,3,,,3,1,Completed,1,53,2,37,1,5,2,55,1,48,2,53,1,513,2,8,1,5,2,5,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Odesnik W.,Udomchoke D.,153,111,271,386,6,7,6,3,6,1,3,6,7,6,3,2,Completed,1,3,3,39,1,33,3,2,1,26,3,59,1,327,3,76,1,26,3,7,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Mahut N.,57,72,595,528,6,0,6,4,6,2,,,,,3,0,Completed,1,28,3,5,1,3,3,4,1,28,3,46,1,269,4,42,1,32,3,25,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Hartfield D.,33,75,880,523,6,4,7,5,7,5,,,,,3,0,Completed,1,16,4,5,1,16,5,1,17,4,67,1,208,5,41,1,16,4,95,,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Massu N.,68,66,544,556,2,6,7,6,6,3,6,3,,,3,1,Completed,1,4,2,75,1,4,2,85,1,42,2,75,1,465,2,95,1,44,2,7,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Querrey S.,63,48,580,679,7,6,6,1,6,1,,,,,3,0,Completed,4,33,1,19,4,1,1,22,4,67,1,17,5,26,1,215,4,8,1,17,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Montanes A.,44,46,724,705,6,1,6,7,6,2,6,1,,,3,1,Completed,1,33,3,25,1,35,3,1,1,26,3,59,1,317,3,85,1,35,3,1,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Vliegen K.,12,82,1780,507,6,1,7,6,6,1,,,,,3,0,Completed,1,25,3,75,1,28,3,55,1,26,3,59,1,299,4,4,1,32,3,25,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Haase R.,3,95,3670,437,6,2,6,1,6,3,,,,,3,0,Completed,1,2,12,1,4,11,,,1,38,21,1,3,12,,,,,,,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Pavel A.,Meffert D.,98,236,422,169,3,6,6,3,6,2,7,5,,,3,1,Completed,1,33,3,25,1,35,3,1,1,32,3,22,1,332,3,71,1,36,3,3,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Volandri F.,59,29,587,971,6,3,4,6,6,4,6,4,,,3,1,Completed,1,4,2,75,1,37,3,1,25,3,74,1,394,3,34,1,37,3,,,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Russell M.,6,65,2390,561,7,6,6,3,7,6,,,,,3,0,Completed,1,5,9,1,6,8,5,1,5,8,5,1,57,14,5,1,5,9,,,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Berlocq C.,35,76,850,522,7,6,6,7,6,4,6,2,,,3,1,Completed,1,3,11,1,5,9,1,5,8,5,1,49,16,5,1,3,12,,,,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Pless K.,67,99,545,421,6,4,6,7,6,3,7,5,,,3,1,Completed,1,57,2,25,1,65,2,2,1,53,2,4,1,556,2,7,1,54,2,4,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Serra F.,Eschauer W.,89,52,460,650,6,7,7,6,6,4,6,2,,,3,1,Completed,1,5,2,5,1,48,2,6,1,42,2,75,1,524,2,78,1,45,2,68,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Navarro-Pastor I.,24,103,1155,408,7,5,7,6,7,6,,,,,3,0,Completed,1,8,7,1,8,7,25,1,7,7,19,1,9,10,5,1,1,6,75,,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Seppi A.,58,79,590,515,6,4,6,4,3,6,7,5,,,3,1,Completed,1,44,2,62,1,5,2,55,1,55,2,35,1,595,2,58,1,46,2,64,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Mayer F.,15,51,1565,656,6,3,6,2,6,3,,,,,3,0,Completed,1,16,4,5,1,18,4,65,1,15,4,92,1,18,6,5,1,15,5,15,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Acasuso J.,Vassallo-Arguello M.,70,73,540,527,6,4,6,7,6,3,6,4,,,3,1,Completed,1,1,6,5,1,12,6,1,13,5,5,1,178,6,11,,,,,,,,,,,,,
51,New York,US Open,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Gimelstob J.,5,475,2990,55,7,6,6,3,6,3,,,,,3,0,Completed,1,17,1,1,19,1,2,11,5,1,17,41,1,2,18,,,,,,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Dancevic F.,25,69,1155,542,7,5,7,6,7,6,,,,,3,0,Completed,1,61,2,2,1,7,2,1,1,87,1,87,1,769,2,2,1,78,2,,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Devilder N.,11,117,1880,374,6,0,6,1,6,2,,,,,3,0,Completed,1,3,11,1,5,9,1,7,7,19,1,5,16,1,5,10,,,,,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Berrer M.,Przysiezny M.,84,248,495,158,6,1,4,6,6,1,7,6,,,3,1,Completed,1,28,3,5,1,33,3,2,1,35,3,1,1,315,3,87,1,3,3,4,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Korolev E.,49,81,670,514,4,6,6,3,4,6,6,4,7,5,3,2,Completed,1,3,3,39,1,33,3,2,1,35,3,1,1,314,3,88,1,3,3,4,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Zabaleta M.,38,83,825,500,6,2,6,2,6,4,,,,,3,0,Completed,1,16,4,5,1,2,4,4,1,2,4,25,1,233,4,9,1,2,4,3,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Gulbis E.,Starace P.,88,31,470,946,7,5,7,6,6,3,,,,,3,0,Completed,1,57,2,25,1,67,2,15,1,6,2,3,1,781,2,18,1,64,2,2,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Rochus O.,64,54,575,620,6,0,6,3,6,1,,,,,3,0,Completed,1,61,2,2,1,62,2,25,1,58,2,28,1,599,2,57,1,66,2,16,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Reynolds B.,8,114,1950,383,6,3,7,6,6,1,,,,,3,0,Completed,1,12,5,5,1,14,5,4,1,15,5,2,1,1,9,5,1,14,5,35,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Hernandez O.,74,53,523,642,7,5,6,1,6,3,,,,,3,0,Completed,1,5,9,1,6,8,5,1,1,6,75,1,69,12,5,1,4,11,,,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Kunitsyn I.,Garcia-Lopez G.,92,86,445,484,4,6,6,3,7,5,2,6,7,5,3,2,Completed,1,83,1,83,1,88,1,88,2,1,75,2,1,1,833,1,88,1,88,,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Echagaray B.,40,181,790,233,6,4,6,1,6,2,,,,,3,0,Completed,1,11,6,1,14,5,4,1,17,4,67,1,167,6,4,1,16,4,95,,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Jones A.,2,123,5485,344,7,5,3,6,6,4,6,1,,,3,1,Completed,1,17,1,1,16,1,1,13,5,1,15,48,5,1,1,30,,,,,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Phau B.,17,150,1445,279,6,1,6,2,6,4,,,,,3,0,Completed,1,8,7,1,8,7,25,1,13,5,5,1,95,9,5,1,1,6,75,,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Sweeting R.,56,264,608,144,5,7,6,2,6,4,6,2,,,3,1,Completed,1,3,3,39,1,33,3,2,1,3,3,35,1,395,3,33,1,3,3,4,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Henman T.,Tursunov D.,91,27,445,1020,6,4,3,6,6,3,6,4,,,3,1,Completed,4,33,1,2,4,65,1,18,4,67,1,17,6,11,1,178,4,6,1,18,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Gabashvili T.,Gonzalez F.,94,7,438,2255,6,4,6,1,3,6,5,7,6,4,3,2,Completed,7,1,8,7,25,1,8,5,5,1,13,8,75,1,103,6,5,1,11,,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,de Voest R.,184,146,223,286,6,3,6,3,7,6,,,,,3,0,Completed,1,25,3,75,1,3,3,4,1,21,4,6,1,303,4,1,28,3,55,,,,,,,,,
51,New York,US Open,29/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Capdeville P.,1,120,7605,359,6,1,6,4,6,4,,,,,3,0,Completed,1,17,1,1,16,1,1,13,5,1,1,71,1,1,30,,,,,,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Bjorkman J.,19,55,1420,615,5,7,6,3,6,1,4,6,6,1,3,2,Completed,1,16,4,5,1,2,4,4,1,2,4,25,1,212,5,31,1,23,4,,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Simon G.,34,41,860,790,6,0,6,4,6,3,,,,,3,0,Completed,1,53,2,37,1,65,2,2,1,67,2,12,1,699,2,33,1,6,2,28,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Bolelli S.,9,87,1925,478,7,5,6,3,6,3,,,,,3,0,Completed,1,7,7,5,1,8,8,5,1,1,6,75,1,12,8,55,1,8,7,4,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Lee H.T.,Canas G.,43,14,726,1648,7,5,7,5,6,3,,,,,3,0,Completed,3,39,1,3,3,4,1,3,3,46,1,28,4,1,303,3,33,1,31,,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Young D.,13,223,1740,183,0,0,,,,,,,,,0,0,Walkover,1,8,7,1,1,6,5,1,17,4,67,1,147,7,2,1,13,5,5,,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Andreev I.,60,39,586,810,6,7,7,5,3,6,6,4,7,6,3,2,Completed,1,66,2,1,1,65,2,2,1,7,2,1,1,763,2,21,1,74,2,4,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Grosjean S.,Mirnyi M.,78,106,516,398,6,4,6,7,6,4,6,3,,,3,1,Completed,1,66,2,1,1,6,2,3,1,6,2,3,1,658,2,42,1,7,2,1,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Acasuso J.,5,70,2990,540,4,6,6,1,6,2,,,,,2,1,Retired,1,6,8,1,6,8,5,1,5,7,75,1,74,11,5,1,5,9,5,,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Johansson T.,Clement A.,68,42,544,745,6,4,7,6,6,7,7,6,,,3,1,Completed,2,2,1,61,2,5,1,75,1,95,1,8,2,14,1,806,2,1,1,7,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Davydenko N.,Kiefer N.,4,187,3255,220,6,2,6,2,6,2,,,,,3,0,Completed,1,36,3,1,45,2,7,1,42,2,75,1,461,2,97,1,42,2,78,,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Almagro N.,Horna L.,28,85,980,486,6,4,6,2,2,1,,,,,2,0,Retired,1,28,3,5,1,35,3,1,1,29,3,4,1,377,3,45,1,3,3,4,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Petzschner P.,10,290,1880,126,4,6,6,3,6,2,7,5,,,3,1,Completed,1,4,10,1,5,9,1,7,7,19,1,8,11,1,8,7,4,,,,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Koubek S.,Llodra M.,63,59,580,587,6,1,6,3,6,3,,,,,3,0,Completed,2,25,1,57,2,15,1,67,2,25,1,6,2,37,1,68,2,24,1,62,,,,,,,,
51,New York,US Open,30/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,Santoro F.,6,44,2390,724,6,4,3,6,6,2,4,6,6,4,3,2,Completed,1,1,6,5,1,1,6,5,1,13,5,5,1,111,8,75,1,12,5,8,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Gulbis E.,Berrer M.,88,84,470,495,7,6,6,2,6,1,,,,,3,0,Completed,1,83,1,83,1,77,2,1,7,2,1,1,862,2,6,1,73,2,5,,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Chela J.I.,Odesnik W.,22,153,1220,271,6,3,6,1,7,5,,,,,3,0,Completed,1,3,3,39,1,28,3,55,1,28,3,46,1,292,4,13,1,24,3,9,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Del Potro J.M.,Melzer J.,57,33,595,880,6,3,6,1,6,4,,,,,3,0,Completed,1,44,2,62,1,4,2,85,1,45,2,65,1,463,2,96,1,48,2,58,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Stepanek R.,3,35,3670,850,6,7,7,6,5,7,7,5,7,6,3,2,Completed,1,8,7,1,12,6,1,13,5,5,1,119,8,61,1,12,5,85,,,,,,,,,,
51,New York,US Open,31/08/2007,Grand Slam,Outdoor,Hard,2nd Round,5,Ljubicic I.,Pavel A.,12,98,1780,422,6,3,6,4,7,6,,,,,3,0,Completed,1,22,4,1,28,3,55,1,23,3,89,1,284,4,22,1,23,4,,,,,,,,,,
